,kurt7,min11,med4,skew13,power6,kurt4,std3,skew9,med12,med10,power8,max12,skew11,max6,min5,max1,max3,std13,kurtosis,power3,max5,std2,av3,skew4,min12,av11,med3,kurt2,med7,med9,kurt6,av7,med8,skewness,kurt5,med6,skew12,kurt12,med13,power1,av12,mean,max9,min1,skew8,av1,max11,av8,std4,kurt9,min2,min4,max2,av9,power5,skew1,med11,max4,max8,med5,av4,kurt8,kurt10,skew3,kurt1,skew2,class,std5,skew6,min3,std8,med1,std7,power10,std9,min7,kurt13,med2,av6,min10,skew7,skew5,std10,min9,std11,std1,min13,av2,skew10,power7,std,av13,av10,kurt3,max10,av5,max7,min6,power2,std6,power4,min8,max13,kurt11,power9,std12
166489.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dog_bark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16692.wav,3.3685074526291148,-16.964507113142254,3.1228205158638804,0.2684436684510881,0.1126931908708437,16.05354726907221,5.614440148706558,-0.15188842255692375,5.101111195671252,6.314330250884053,0.11446814520362372,37.79013472999229,0.2526090066113666,31.442191383948426,-33.817114906144134,16.585973587392747,21.872277918110466,4.772133553972051,2.1167251601468027,0.10034419989499531,42.370440974203646,9.31588066056366,12.115819663269919,-3.2539385429983847,-15.001359005560587,6.326892111414195,13.736876947223212,14.115955311617316,19.130336722729982,11.753654828769593,6.014226798394709,19.44609711091232,-3.6339407243203414,-0.13370736157822669,8.53709721827482,-5.252877540412859,0.5925178765738327,0.6805181055022858,4.386060015750102,0.0826339734215196,5.905497987685855,-0.0034883351344479055,49.62571009220364,5.3114616668955374,-0.2277835334199893,14.278588657262237,31.517767674796495,-3.8139753089409822,5.398873665805667,2.0853419250532683,-54.01476845059236,-46.08770498493479,19.949127609001874,12.033810801723426,0.10979612070004327,-3.0552420456468097,6.016168800725284,19.021119783199357,32.699031838454594,19.97531049301924,2.132343603263192,4.454773219305761,1.136441208647807,-2.7279260350093866,9.207498211853,-3.562489207725344,engine_idling,7.8946348587719015,1.1140978715308845,-25.873335112588396,5.723849507098277,14.848734122369335,8.029088090741626,0.044787705835048916,6.525599254832904,-28.855999576234087,1.1801588840561408,14.092134793613612,-5.099198906090798,-11.970471129858879,-0.7684820596862362,-2.221288301897359,6.631071726523545,-21.191195432612158,6.099073331416616,2.0729178499105227,-17.06248235279918,11.448752596401569,0.8682779084517386,0.1131466988516819,2731.9076635908605,4.564451126159083,7.3549134056784125,8.8591396188716,36.651777590861634,19.490358974333454,51.881124986274486,-41.39657357898838,0.10321062666943637,6.609830301049023,0.0995542347587691,-40.747244559199444,27.41688450002264,0.8686059491629572,0.11936510379403811,6.368241830001902
166931.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drilling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166942.wav,0.15119578698102787,-32.61846720513186,-23.29664567448676,-0.07129374322904672,0.09855551532113281,0.18550042028626867,4.291512636367972,-0.016653991918020125,12.496881944688623,-2.7720655070197258,0.0992489164830515,43.16917750574769,-0.026800773506214064,3.1155567178140635,-9.27555061542713,21.905917000825685,-7.22101557285532,7.4338530322829035,3.4093348929387144,0.09958274748549845,39.42655231838677,4.6850111840061475,-22.682197277604114,-0.014500155555899577,-22.985741540237246,2.57579011493351,-22.669784278475202,-0.23953554313895076,31.74189036609787,-1.259535872752148,0.34993213455368144,31.4432345462293,0.30294665433924595,-0.005860201257547057,0.48268218777972116,-28.459220410383622,-0.09093723612879757,0.23925891914434239,1.6055782183411267,0.0987904693909949,12.317042225041648,0.001382602969348659,28.73368570464047,10.62552492189466,-0.11097417680885278,19.56585724666293,40.2069289551741,0.1585068437331103,4.542830222593876,0.26895262924488605,-25.56223482353913,-40.40654064611594,6.726842119063055,-1.260650931967153,0.10070781173351401,-0.9308111870193813,2.5671642595927016,-1.0415898607222818,29.096548480474226,19.98329312367467,-23.31112990581816,0.32311433744145956,0.1850093528755532,0.01751157524067265,6.78039818912011,-0.09543668812128894,air_conditioner,5.518614242947005,0.1022100986640872,-40.392416194267156,7.031888419006435,19.538037899021884,7.66065978088231,0.09594097472300184,7.383250619195684,1.2815301926624763,0.0693474636973912,-8.338078356481853,-28.32271166512439,-46.79341512626664,-0.26007946846118585,-0.3671138690600478,8.456451309644844,-35.33066956499049,7.883817159165336,0.7891796529944628,-31.83206354143854,-8.555596183261102,0.02922749721671908,0.10191180626947968,2488.570901024295,1.6736007194818756,-2.7214939801102327,0.011916439004802104,30.42583177001085,19.741688940248203,58.99301158176585,-54.01626860103676,0.10306170412306323,6.839201194854621,0.10055978117558817,-32.19541594029658,30.095849352570138,0.42291480042438856,0.10164027329467543,8.100153128935684
167464.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,air_conditioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167701.wav,-0.41899563714983534,-55.14057451862628,-13.511243783303382,0.0554020676352381,0.12084901215938937,-0.5052896322844607,7.3044685544938535,0.21028393466845235,-0.42033562932937835,2.871762102521145,0.05372120181209673,31.063268965118674,0.16487922126347665,28.50409970321668,-29.248449146555433,21.483090911748775,36.85653323513321,9.24057915386484,8.994428861669112,0.0675246602693503,27.866187320607157,8.3874920495113,4.221965078723313,0.22778710162114033,-49.23943922600395,-17.477123291196197,3.005541404143154,-0.21497704657047478,30.701567263567938,-17.02176186525128,-0.32348275385982683,27.16070505421849,-21.53816613347458,0.18757973157909746,0.11330455289195251,-43.28832934000466,-0.11233083221073714,-0.16020338016120705,-2.360656497271543,0.041613595212081654,-0.5447969577648271,-1.2628290801765303,33.12030095272005,-36.04365338911715,0.8015893702736456,15.469090010787673,25.742154909776563,-17.492467826041516,10.236263045989201,-0.5828422633084442,-21.26384425807856,-45.975584071519656,21.863330529103393,-15.49849864715302,0.1417433170152581,-0.5762962984191966,-17.97120867629703,17.07116062835345,30.566541566827787,1.9532926486746927,-12.111911004159213,-0.1796449770310895,-0.6011519739082924,0.7650023174651913,-0.15644462783699398,-0.6994516828383948,drilling,7.406883771935497,0.9137712474422783,-24.65311184528843,15.773399443491341,16.98452685985438,15.467423153945537,0.09336004957189971,12.307711406976692,-33.41608341473604,-0.17190012093811502,3.0305931077792283,-34.49548360482352,-50.27545507712784,-0.5498027817696746,-0.2361046652909272,13.973368411648124,-55.6760365844699,11.780105201430404,4.602709062810875,-38.61932510301457,1.435299591898257,-0.308822754748469,0.16852558624391548,4357.664533348526,-2.126284256787529,0.9749986449904143,0.7353874343561402,41.57771724441445,1.4598550701624555,70.27055773126591,-84.35040831055711,0.11207234370934707,24.00841670595776,0.15522176568794913,-57.557713239542736,33.56804531615784,-0.27538730475484785,0.04536846831871244,9.991123806317278
167702.wav,-0.49859160650759016,-44.60894644084144,-17.7450240269169,-0.07500340825715644,0.07919819527426417,-1.024799824250815,5.319448649694732,-0.2618270847832041,2.5252285886317436,0.7352498527759034,0.09674720427011894,29.36491313160636,-0.1626728747268807,28.432899572601304,-37.48161747451222,21.917918927619528,22.26792635356574,7.6146621381204005,8.188014305827249,0.09741157121531294,37.543080236245615,11.223038893000805,-2.320743872079131,0.08781108124432352,-30.653955086148866,-7.871830788905801,-2.6307813999756333,-1.2298162169309226,13.05221984154486,-10.66710896445938,-1.4257203074418154,12.57192987046043,-23.211241053354385,-0.03403829402237628,0.540413386796939,-38.82838623168338,-0.21559743198631418,0.17183032106549456,-0.49772878499090695,0.1404832432543773,2.293179640086496,-0.2212093590194636,19.943212680327186,-36.04365338911715,0.23709686025361626,15.348470870195756,25.1064983771878,-18.57066670764211,12.696985003353877,0.05062076287241846,-33.31712993327972,-52.51263813208059,15.437267273751036,-11.140656788444213,0.13532170779424524,-0.28862156873485606,-7.598235375338159,15.792823010769593,26.62688424444299,-1.6260288778201168,-15.637417462909246,-1.1738912491644697,-0.3909569235456223,0.2902914237710961,-0.9094822751585223,-0.5020602534130957,drilling,7.013686361086937,0.35743263697369443,-26.09291548188294,17.559436179431188,18.17589930637276,12.106233644747782,0.0997092387676875,9.31619169458179,-33.680304876076946,0.3285430765404671,-0.05683690445408073,-27.881691371575926,-50.66232469020704,-0.12299395075469201,-0.12491705244222463,12.304783493784582,-49.37788283357413,8.755781153805053,4.926896190555675,-38.73676106569074,-4.585393767031671,-0.042169679205371596,0.0007096695837922734,4580.852901764144,-0.5643267494375047,0.5903477081412536,0.5915783611326773,37.86977139126861,-1.8662629893993217,57.189346512510504,-76.5287946818507,0.0022812113002770775,24.275058144532736,0.18875459371994643,-73.10767404517877,33.893788086148774,0.0016722189070055293,0.1593833648199781,7.855417150889485
16772.wav,-0.39567018128282605,-43.37505223845868,-13.60616406339874,-0.5946667679522262,0.09343678072143698,0.43053771819788,7.339794197424111,-0.06317716952013382,-25.57919046947444,-33.23515966683216,0.0188929660870963,4.291605284394776,-0.31361501217591364,-2.364336043929534,-18.273691246896874,20.681609842951055,52.59057966253316,7.819935841890981,5.445235889277511,0.17849285350244215,25.75562477042122,5.080738862980066,20.700336207556845,-0.6137113138569844,-67.01108701724752,-7.564198049094636,19.72590336622636,1.1659251251919045,8.680960688938923,-4.698290255362649,0.27649204181043086,9.161524344906365,-26.773038884389084,0.02276327163081718,0.8514901689223708,-21.570722797924233,-0.1407400369917271,1.856392526751784,1.5676697061798128,0.02758746591152227,-25.54673455128994,0.08713286564399544,26.682805039661556,12.930401503339752,-0.6410307959490241,16.832016968846574,21.189408616231113,-26.8156091408422,8.667576354732148,0.7161931757228506,1.1103453271351689,-47.396676249945976,38.46546416659377,-4.489847342694579,0.2311400160823898,-0.08545235590146155,-7.486668391032734,4.9630256787131675,-8.946070955660428,2.9758176853649805,-14.608873085809105,1.8776718769601448,2.411764118550389,0.7913922388618636,-1.4904691354119495,0.6822101738600684,siren,6.183991458310815,-0.3485994335550283,5.345576599162847,8.082063217093502,17.21244805736993,8.893911172265744,0.010806504969739129,8.944021470461488,-10.79696883478069,0.6666643764395213,21.66894957976127,-22.549269237293903,-98.4614938457289,0.2927775795774689,-0.0022948264329302865,12.408227247654715,-40.02739262697923,7.79196354349134,2.391858208253166,-25.337960469475192,22.786563366807712,-0.43560449615886265,0.04207822742941014,7061.321876515707,0.5325631738521706,-33.23173481460667,0.8861926463781002,13.937779131954782,3.096609608382946,36.15443854333498,-46.63436023339281,0.1508521494816543,7.136445068814022,0.23220673837963635,-66.4756567561335,21.78266120378665,1.8894197598546665,0.014506297434672577,8.146686490624068
167750.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drilling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168037.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drilling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168713.wav,0.1553912355729068,-49.53260834489199,-3.8402621064887703,0.010059351374138884,0.10065363957437336,-0.4003846705727483,9.564937122510242,-0.09966031134149254,-4.3211090161438594,-3.2101017363494484,0.13459389617879738,41.75911530912386,-0.2136155372683774,33.31136857082397,-31.47266996001458,21.060201105449767,31.393798439984927,8.178689325159427,12.115667796991488,0.11622250130000472,53.40879923989208,10.08961647737376,6.023251781880552,-0.30704943937139734,-47.550461099518095,-4.716035258482756,7.255821203248975,-0.5541363894735629,3.592982278556399,-0.9699146907144381,0.5389156689078352,3.562036983976615,-4.910137538877432,0.1805429744592683,0.39066053230652287,-4.273776353191787,-0.12784567736017896,0.35185703356633846,-2.0565892701789936,0.11751646500600034,-4.557491025472168,-0.00894900514377101,38.632982380676346,8.153848581463711,-0.3179537466499787,13.753184078534483,37.514546431217525,-5.568792476535449,11.811497211651439,0.309541738016903,-31.97354460779697,-44.16142742099131,37.42097454860242,-1.1964837168784621,0.07741972225512553,0.3881882473357167,-4.339268841474637,33.97800545843283,29.557101481437446,6.708764723536087,-5.040841328572577,0.029621020937383058,0.17931178931976266,-0.629681729473531,-0.3969889904352164,-0.20776488823523048,street_music,10.028703101426185,-0.3990950047561659,-33.207193769022645,9.711776636534164,13.570892677714218,9.016150699029222,0.054006856505374685,9.20743804567426,-32.93320414587566,0.24868571940397333,11.969024038521965,-5.010821810681599,-55.03202324709791,0.022291404663240696,0.2914558330163496,10.375553096322548,-44.579891594319335,9.427004468756317,1.8591299309390967,-38.764020493327024,11.886729565321845,-0.1622107003827481,0.0891535802681045,1258.6450801871347,-2.063787695768465,-3.5919004431144335,0.3014759547435535,38.15760434265468,7.0691752230655025,48.146749873765756,-64.26511154716997,0.10192849852050209,10.269901427556482,0.09690592454384123,-54.07056263602628,34.86397508746288,0.32841025671470625,0.11159891584787615,9.555520831339086
168906.wav,-0.0657154950653509,-55.19448230736458,-8.766044849537266,-0.08543397462244302,0.08472981498084521,-0.13602810218953376,8.519538050595425,-0.1484061145955358,-4.496131268147234,-2.823771896032002,0.09844761680222386,34.76585734481579,-0.07800768034128219,27.628999407923335,-29.339708564966877,22.93657586744175,23.41470229705202,8.484308073441213,10.763834276232986,0.10779637870231874,45.972997547784395,5.683171208129121,-0.43485465490334596,-0.2678964009547146,-45.655981856963244,-2.841557454774655,0.7766123397026048,0.5247187143504766,3.340502187801316,-1.8122054088242465,0.029405665823571958,3.7328691586401694,-2.9697267310310114,-0.003926256166909501,0.13716637456738612,-5.060755752887864,-0.07363592833362703,0.2840545293675065,-3.547598666039554,0.06913154421558702,-4.610011695951623,-0.0013262439837570844,32.894273824429476,7.440185365781262,-0.22780071011855707,15.303030336687488,40.235009326440284,-3.2431102682596245,9.400667824988462,0.2752530593437643,-41.99708343381371,-53.66676898079034,19.0737143857059,-1.9745155465932542,0.07840418974647032,1.0885080647533132,-2.795252855390701,25.822774075901236,28.05347191565946,3.063356013006895,-9.336986792533535,0.2883273557885131,0.2562822200102941,-0.8437695666450694,2.641309515212125,-0.3978203572756637,street_music,9.16374399180907,-0.4283369206309404,-38.01485507802404,8.691138432386623,15.057917849658505,9.40152803228641,0.07523098811989307,9.254480446801244,-34.56202538166748,0.14075883110713638,0.9692245222987552,-5.987016767912002,-42.83167315357064,0.15758091382929618,0.39846724339949624,9.849326487617802,-49.7077936765235,9.228277494400919,1.4598792694473313,-46.43381851548985,0.6613144174989689,0.09417369212086858,0.10882747112767303,1265.0650959454617,-3.680916682950024,-2.6195374172874453,1.0447978362346761,49.69060467568581,3.8315794765708686,44.956279224130604,-53.78449601824128,0.08145787677630158,10.787560522696335,0.18678978444242753,-48.13345211105676,30.095882577280705,0.37814354901383807,0.10918433508625962,8.884910771674317
169043.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,children_playing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169044.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,children_playing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169045.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,children_playing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169098.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jackhammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169261.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gun_shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169466.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drilling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170015.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dog_bark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17009.wav,0.37500048850908696,-41.67885335785112,-33.51404725861294,0.029763763989260197,0.08854325626394328,0.011012388851786348,6.187970054781156,-0.03371717265939597,7.963246792055174,-0.5593184338874564,0.037276450758577336,39.60305751256925,0.7709503949871126,17.705575879649214,-32.803656826576024,20.811532936659912,14.280894006570136,8.548014803341514,15.094749242226287,0.1872050244227554,49.713757443896135,5.692739961001295,-3.5961346462942734,-0.1985241147695029,-36.0253011258099,-5.621562934404835,-2.93132393528888,1.1423134052194959,18.580754331807395,-12.512953282169862,0.5922498542856909,18.773672360607907,-3.0725475349164566,0.22183833232128522,0.7483436954572715,-16.654023170566397,-0.44619069115164217,0.7849329580084383,4.517155166194997,0.12651278953678594,7.433736152770405,-1.3942817890706813,31.35538214459638,11.798997989051037,-0.645256503869696,14.471709156373699,53.35019971253836,-5.136398938568784,9.844750132337786,0.5787818960025928,-11.325667754168416,-72.16138528577457,34.52547631100142,-12.604730147940076,0.07232879678239833,0.9002230015489963,-7.09615222205234,-0.07753017357360704,27.576254389549863,10.47983626757163,-33.72187141574979,0.20535092108468556,0.17719198778667256,-0.5704482028858061,0.34175713223857107,0.7933120297208486,children_playing,10.116648537034328,-0.024322972596095938,-28.451858043931843,13.32839313496337,14.12889229970198,10.22543604128663,0.033421450181364255,9.53449961991743,-32.442543248623565,0.21237068567612338,8.537002845543444,-16.598468231254667,-44.197703426054254,0.004501011953568722,-0.03772403370044615,11.302276229749785,-53.60381552747181,12.134536261175647,1.5334451184434195,-27.22749469211521,9.457425994593262,-0.21383738861315732,0.05027054949290904,1219.3343433462057,4.578324782805394,-0.944791226062946,0.6112645433895172,38.96294177176495,10.704057050538935,56.706779686292116,-60.304089494225074,0.20104192374662144,9.05341481919573,0.169584828154706,-57.033778795933635,37.257633100148034,1.0382660469058127,0.03381493065993897,9.37922190589462
170243.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,car_horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170245.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,air_conditioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170564.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,children_playing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17074.wav,0.09357390301614155,-49.03497381795418,-9.17463450194051,-0.056225712977063885,0.13682003280321908,-0.00465857858120744,7.908715266497169,-0.14320944871112265,6.5381013541416735,-6.039999589380012,0.09581833096616964,38.96242677541141,0.004086538160300799,19.605031892573766,-6.63914378390155,17.301434144833316,35.212516384081916,8.679353013879343,6.006063009281915,0.05622848691653673,53.88623618066755,5.707631410961244,5.780684687421124,-0.1450123192658451,-25.999465128943037,-7.878462256871444,5.1484802991280905,-0.3841786866241419,31.551591888197372,-0.11667056340416734,0.5688285632543302,31.27339681452694,-12.244238181954046,0.02897191996396564,0.2337293737725581,-21.939221941916863,-0.02329573054843302,-0.17409010163380945,-0.02941307104146932,0.07110279889991815,6.380647422823616,-39.85482992042413,33.26792176947948,6.16706448230131,-0.21577401974925944,14.31230511331733,26.680758895874018,-12.547629405026456,6.475265276781522,0.3169739849501063,-8.493273058241519,-43.4480023725312,31.99430962724958,-0.35035843697239505,0.1430066040280299,-0.3889508444216262,-7.957151994683457,14.369708547279977,18.386018837390676,24.654622573099065,-9.517897041043517,0.34137380704256737,0.039177643798740114,0.34148529904669456,1.9966670667724609,0.08855581428893719,car_horn,7.525828266230238,-0.1873801377994445,-16.992121925508624,7.922204445444716,14.299386310800383,9.271674614513694,0.07726980934853941,7.705295701049175,-8.81758892255987,-0.0186117441602347,12.008087620664806,-22.037128770339017,-39.840560395469794,-0.1272480548805239,-0.017119948667620757,8.962286904330862,-38.902345709424985,9.68501035583587,0.9871208693788511,-34.803662408383346,12.25410347371693,-0.1330943977994808,0.12240467779083646,1962.2031307097784,-0.06351368690243574,-6.3095190846071825,-0.1914728587544463,30.871458445483658,24.778752953789493,65.47956419563475,-72.72531456086678,0.08405582623529478,8.680876950435282,0.10696792001448831,-51.64070324885635,38.176861610935504,-0.17250174494177983,0.10632551299696753,9.562455696534522
171165.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171184.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17124.wav,-0.17413324753571846,-11.62128964730399,-49.045772037217404,0.08468041840667832,0.06724938879261398,1.4473879006087156,3.774944342209951,0.08142065526379165,-8.006025004390128,-19.95054493742331,0.05135347241575538,11.509940864379695,0.08390322884813477,-20.71879576159578,-22.246196751442387,21.30334896524483,8.07360251306812,5.700890320478254,20.83499098333854,0.19794863112351307,44.087899280907145,6.101059114866775,-2.1427373066452624,-0.8610351082135662,-21.386348379722236,3.2538702724523705,-2.2752292706385995,-0.4775254263405415,3.2549108363955455,30.463653159842977,1.0078989774069393,3.511744239477396,-20.105929808418082,0.33913480473057855,0.010184992286895955,-34.741518742684136,0.07604295574510776,-0.462842167805539,12.017182932477542,0.05296142493122373,-7.653446870539573,83.97314901430897,59.02750837925018,15.404216651063356,0.3532921281162087,17.039374890222252,20.713467151117104,-19.948613920239566,10.218928085506791,0.24221380357732203,9.160570974103862,-90.95325090189392,37.61390155781447,30.729086390406906,0.07769296151948703,1.1159358310567533,3.6168759310776784,-32.47487833151676,-1.0543108515449306,5.654519827566474,-50.9273879643397,0.062160545113997934,0.45246550754045245,-0.059185600742021845,0.3523696523936519,0.2780801245325939,car_horn,12.462685218781148,-0.7133689020416363,-12.192138168239945,6.898602923141238,16.40946947079452,8.519472757967003,0.0467777851127422,8.908036092557117,-15.51436193818224,-0.17194731153431864,21.87139738971727,-35.48734153679091,-44.82084517623399,0.2035146981017412,0.30675093595234193,7.852182863673958,4.518091213328353,6.288159880244987,1.4274513956332406,-2.646249049183062,22.172543140867166,-0.5246893353628557,0.054910650283736206,2369.7905834824487,12.56451502311983,-20.864698939971163,-0.17543419551654482,-3.6077516490104067,6.578835198595885,28.42774015057222,-63.96033718717473,0.27744578721226865,7.281126176904879,0.12424319265515285,-36.58863765398192,28.15729913329064,0.0006473662440118488,0.04941670595350687,6.774392610713101
171305.wav,0.09686318344242428,-77.50004348698211,-18.594317859951147,0.35124313567267673,0.09890779624441105,-0.33354240796151347,8.077974106109625,0.19548625650904528,-0.10853826220609085,3.284992985587012,0.11646845224362345,43.79458678730931,-0.177657502142061,6.31020107104066,-29.589148036559216,23.923012866486843,13.566983649474873,9.52182258233224,22.266857263466967,0.12482145758069928,53.987188703110796,9.02342535212366,-15.875770267909994,0.15244463738318229,-36.23193711796348,-16.169740850002373,-15.993494269353112,-0.40289366586463826,14.717886792542917,7.485243378602693,-0.21533029227622125,14.049015273747154,-1.1350430554452262,-0.22110088673435835,0.36311454962021594,-36.42388020050484,-0.0364792052572964,0.03076256953865153,0.036705834222059905,0.06178041328595854,-0.2009851496034745,-2.8604581040479857e-06,56.03023063267645,5.438613028561918,0.016796088357864235,17.167839376896637,28.456333926860577,-1.137622518518241,12.044446833008847,0.393272782732204,-37.38569447179718,-58.88859029866498,18.003374231812455,7.8053686582054205,0.09127753543788432,-0.12965034558188418,-15.669419252276276,22.66112481649393,40.640895763436895,15.251686072291871,-17.900314703607457,0.02115809963081272,0.6595978903637247,0.3371860591114077,0.538624110741218,-0.5064055007764579,jackhammer,9.15908008506376,0.2286519113607942,-42.733792152422964,9.433320867547748,16.815260713530222,10.353956423047972,0.07625327566733305,9.58925895814156,-32.24411835146296,0.30888017792324085,-3.9152654089451655,-35.759998256098775,-34.732245810404045,-0.33266804760960506,0.01353591874554144,10.756346511111795,-31.77492428354741,14.614681117202458,2.3157285646126105,-33.235113150723016,-5.841849826909294,0.3892312123169812,0.0944132508670801,1564.1560185609464,0.5873905621157205,3.9921105914206896,0.28877394240006327,63.42440173411395,15.157025895556266,49.13845573661311,-70.25093481495739,0.14221834541255582,10.366251318115644,0.088342827447263,-42.801091431742975,47.64881569878488,-0.1744287128860713,0.10551664581319138,9.207383875587816
171388.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171406.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171464.wav,0.5509644127640052,-30.44028497559588,-10.829835651035506,-0.4065116995243713,0.13085375677589858,1.6104499699138817,7.912968727311438,0.10739010965169253,-10.9275397640183,-6.917138644432487,0.003400000599083327,17.11441491867059,-0.2973962664923196,43.89937620824039,-37.58455673423319,-3.4601014324957715,40.47259301434218,9.4114137227253,42.97052460175887,0.15668605116136708,41.146995195539,9.871630105798298,-0.8883009584839877,-0.11856238310092404,-53.0808390980974,3.387626991983745,-1.0767889779501085,4.204075764199316,-9.66959721620987,5.67267476702137,0.8849669667962194,-9.180663058237261,-0.5542139499781435,0.019319595742372794,0.30898971007654197,-16.254289234373783,-0.5083454586019487,0.20510973944246258,2.2661366507036327,0.1780964869297169,-11.90660756654635,-5.646127121394784e-09,39.18468388657943,-74.54496818195787,-0.2962593467361027,-14.820388027509395,34.219090183345145,-1.0896940140395712,6.356129974100691,0.2691628335719467,-33.3295687630993,-38.20680289562221,49.55445332807723,5.82967159699523,0.06650022211854155,-5.363005113119558,4.209446429858745,29.85755173506872,34.97818432557338,-3.262071250711032,-11.09478114642841,0.4350402584834989,0.37719866529117185,0.06744437107328173,42.63799398373997,-0.5817987844705611,dog_bark,9.753748752998067,-0.893660996046112,-31.163294464181938,8.496246648329668,-15.890492076596306,8.820822761133837,0.1289140745061221,8.507569753066422,-40.25404177635996,0.23342215582413584,17.14742708460807,-19.938496633889525,-42.612859734873396,0.3817554887824537,0.16574231474766957,8.561535388972988,-24.703145162101126,10.254827782913756,7.18618092447267,-35.509039340734745,19.504315052822918,-0.14261447647960598,0.0037246806995372486,0.009614913621038392,1.57350998160242,-7.0198950369204285,0.46255035116543564,21.924429726119076,-3.0972312136202724,23.721951183962478,-85.98153393033695,0.0897096548767348,15.132703035175007,0.09812975255937659,-34.1696214171071,26.246468950763738,-0.1585827894693037,0.14398531977362178,10.40917145836144
171478.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
