,std,mean,power2,power7,power5,kurtosis,skewness,power10,power4,power9,power6,power1,power8,class,power3
118278.wav,610.7428204591755,-11.162272456755238,0.12359942412031055,0.057792859253572304,0.06175637390100373,16.562645280406446,0.12416260015497994,0.08760356520489937,0.10945162256494465,0.06549414199935061,0.0668886072683072,0.1738179728703522,0.05423552034958599,drilling,0.1993599124676734
118279.wav,636.3738647281934,-2.0889959769788815,0.1400633297193066,0.11158638918033137,0.07299973004890242,7.192789590940313,0.044563513942828675,0.05759378789481022,0.10590429825546527,0.0906834767184744,0.07821528960180113,0.1595794199751471,0.06835665580211112,siren,0.11501762280365035
118496.wav,3111.00865061883,32.391927083333336,0.14437242184313775,0.019987311725775978,0.046521629090774605,4.004985799316557,0.04763954476854774,0.007483940974736733,0.10369312304169924,0.03268334294202085,0.027934013963020806,0.489195509013777,0.021773052745719175,car_horn,0.1063556546593377
118961.wav,12917.22891361593,-26.611534820824883,0.013860619008009466,0.25678059025612804,0.1651373018957492,5.201161777094403,0.029036911889171495,0.002446299581453584,0.018928178787450605,0.03690917531020629,0.37554961469941595,0.009082835866299594,0.10600350264765798,dog_bark,0.015301881947629279
118962.wav,9072.78307113248,-13.483757690765213,0.23968273241950136,0.15123380185842128,0.026858586820184438,3.2300929563268976,0.030537242841303384,0.008870509294559372,0.024485749884650302,0.03059291854040349,0.026558307973234777,0.15905913186981696,0.1876138161920387,dog_bark,0.14504444514718928
118963.wav,7280.686612017006,-92.9601163023862,0.23328679391139528,0.015204078601699436,0.08677350576128891,6.91030399280099,0.007980026891001699,0.0023931887239578634,0.23958042279043848,5.954256137195092e-05,0.049750428143102564,0.022550472641682397,0.0005725784943305176,dog_bark,0.3498289883707326
118964.wav,13764.063703542362,42.202398701568306,0.1202415545849026,0.19797064739923165,0.17437438749438397,3.150057553396815,0.009585501154818652,0.0034218185734751234,0.13137420800119942,0.01593504553879501,0.09832537420181921,0.0013727485706335576,0.060552245747879735,dog_bark,0.19643196988767975
119420.wav,1007.5986779729247,-1.8953587625943773,0.1549313881692334,0.01986263410020862,0.09761765265882161,25.316834193869294,0.04362065364493842,0.04630503561109424,0.0698092999084911,0.041849803436049306,0.02290738342044313,0.21016607805187595,0.2038299672262175,dog_bark,0.13272075741756514
119449.wav,,,,,,,,,,,,,,engine_idling,
119455.wav,,,,,,,,,,,,,,engine_idling,
121285.wav,4974.819513800164,-9.84096477370487,0.09984872788776028,0.11205754094291555,0.09869484664879281,2.95662459075228,-0.028046089835238725,0.09522189390098058,0.10154823216679797,0.08810665540724763,0.09928092586529613,0.09969393204344235,0.10697404725527107,air_conditioner,0.0985731978814956
121286.wav,5279.790003890035,-9.335644133888781,0.09944877504082004,0.09919251463300316,0.10330670852461535,2.937227800231104,0.01747234363692026,0.09876636296246483,0.10103510470029617,0.1005283847713334,0.09852095977956432,0.09781754353507884,0.09903241729754911,air_conditioner,0.10235122875527478
121528.wav,1488.2901733124304,-2.0614432204954922,0.07803338851892543,0.13446073125196664,0.12808926370066767,3.494145342126798,0.002841446737523628,0.06688371130400847,0.12882576229543005,0.07135376773623008,0.13921346551764846,0.06905250199491594,0.06632433015254773,siren,0.11776307752765955
121888.wav,,,,,,,,,,,,,,dog_bark,
122690.wav,,,,,,,,,,,,,,gun_shot,
122738.wav,2823.5835267952884,0.000724355846857711,0.17847574207024092,0.02709194098092192,0.00956139787750925,6.416787775361922,-0.030271729116750894,0.0012923331906979643,0.011007989172361338,0.001271275833443713,0.011325955816137673,0.7349650393635987,0.003968999831513092,street_music,0.02103932586357613
123399.wav,1730.7807051613859,-2.6857411430239875,0.08630884555623343,0.09864051513181776,0.0845184951554978,14.223514465749147,0.007223970320017572,0.15507956295556838,0.07181290302345204,0.12188017362119734,0.08528632664977615,0.07409357597898064,0.13908261560290866,children_playing,0.08329698632456782
123685.wav,2753.0663162826236,-112.77416144162022,0.13133178788340952,0.08146324452530317,0.07734458837538792,7.768696906930038,-0.026626198925122142,0.08059941658974842,0.11652583846871793,0.08492929629884044,0.07659734674849879,0.15212901715814192,0.08341665432649803,engine_idling,0.11566280962545386
123688.wav,1567.8181285331962,-7.908874729986821,0.03866350893783447,0.47522449699902114,0.05313894867907709,62.44806517470881,-0.18213472692302957,0.02398354007007573,0.04799212447871148,0.06863011312164635,0.07098796502208046,0.03840575625256643,0.135217391299867,siren,0.047756155139119835
124489.wav,1425.1228018214429,-1.51038491449245,0.13936349056200184,0.05929106630185177,0.0732808679416828,6.939856991135186,-0.013923229660964404,0.053879998133494686,0.07988792240112184,0.1104166075910199,0.05725861769507316,0.1842645200214752,0.1305014915313828,street_music,0.111855417820896
125520.wav,1474.2079406464113,-0.26403167119356324,0.15757431551215362,0.001058821251852961,0.003183890811240783,4.882403972416889,-0.2358034714422354,0.0035528001768575855,0.015928966633822234,0.002965329927310876,0.0009864595572472853,0.745881864751864,0.001981319985311889,car_horn,0.06688623139233886
125523.wav,1275.5324692175388,0.2157666595881835,0.05703076419041407,0.0005316420221787925,0.005755573873108575,28.89576185422449,0.24041811436438948,0.0015214675123980986,0.014940708226870075,0.0012721047300344273,0.0010649862725124939,0.8894234810495054,0.0008568257397243399,dog_bark,0.027602446383253793
125554.wav,,,,,,,,,,,,,,dog_bark,
125574.wav,,,,,,,,,,,,,,dog_bark,
127443.wav,1963.9065840693302,-2.267987071871584,0.055956907819513825,0.057260458248328164,0.06764762012897971,11.591013660969896,-0.02948955546453285,0.2292689970270267,0.05821047173231186,0.28871883774432777,0.06789589972082237,0.05096230279532141,0.06826743429874331,drilling,0.05581107048462491
127538.wav,2817.482622310257,-0.009063313221519737,0.24599466430268555,0.05599929499063706,0.07798557895429006,8.030657449589327,-0.17516802477185367,0.008567346805093532,0.08677737031965915,0.013845852660329417,0.08516110687734395,0.2447239910946134,0.032934066016550856,drilling,0.14801072797879627
127872.wav,,,,,,,,,,,,,,air_conditioner,
127873.wav,,,,,,,,,,,,,,air_conditioner,
128030.wav,,,,,,,,,,,,,,dog_bark,
12812.wav,6801.242454416871,-39.38745886096641,0.14273556772524654,0.033679924418994284,0.04304234386276153,3.2092691121339176,-0.11825339431741781,0.030718554414296936,0.043773057171790426,0.030393193654257026,0.043559807205896854,0.5215719592911773,0.029456096082835045,engine_idling,0.08106949617274385
128152.wav,2167.591845547838,-2.7027357473166282,0.1371860299957353,0.0722171387308368,0.07943705605248895,8.551709146426761,0.018773663871950553,0.08949189309847798,0.09411441386241493,0.12131151173802031,0.08131399363481889,0.10266868883986545,0.12630251888622648,street_music,0.09595675516111492
128160.wav,,,,,,,,,,,,,,engine_idling,
128470.wav,,,,,,,,,,,,,,dog_bark,
128607.wav,3144.5259701511577,-0.00012092016426473964,0.10025173402741108,0.11474424401120943,0.1047119181216973,4.378968024323684,0.12711961251298548,0.0914195561488673,0.11440877145831703,0.09425496297740132,0.07148161176987484,0.09072603302142157,0.11690236429799442,drilling,0.10109880416580569
128891.wav,8709.246349914261,3.908867266413062,0.09352472451615973,0.10954004786766598,0.052717071456316905,8.392704386752998,-0.04097494440778029,0.09482280924285064,0.10482682148627946,0.11759244332603119,0.137570615179333,0.08353189648194749,0.07176031810737576,dog_bark,0.13411325233603982
129356.wav,2402.315371918235,-20.521755519121893,0.09335442197556354,0.09584387587831952,0.07880825973884499,6.70836870019318,-0.03617927060986609,0.1679215219128197,0.07626461523420304,0.10888869683462614,0.08895588253417218,0.10165725726348333,0.10201545450551176,children_playing,0.08629001412245578
129750.wav,526.4331201585587,-3.5648872110991667,0.08993269919094476,0.09497536647069824,0.09946503317038179,12.891450954718128,-0.012928207611509078,0.08218639366094316,0.13154482796338834,0.09653734671013255,0.10787437237063054,0.11305270023505491,0.0852566764969822,children_playing,0.09917458373084352
130030.wav,,,,,,,,,,,,,,dog_bark,
130961.wav,1084.94490520131,-3.9081058123083037,0.04074899784045055,0.09281783994938789,0.14207931517749733,32.17534731806899,0.00019803708549205265,0.24180586479153596,0.05508197675315776,0.17853956116320355,0.05694510798530114,0.09700632149104488,0.05154278945700569,drilling,0.04343222539141525
131199.wav,679.8197742688347,-0.6108027210884354,0.047667214196895964,3.665893983819714e-05,0.05949122672356887,98.30146103647947,-0.42231149610398494,0.018853901536666617,0.5892911990912022,0.04716488847269769,0.019661012265700557,0.019145392302850738,0.18003843969235966,dog_bark,0.018650066778219555
131571.wav,1939.3532492008212,-28.973475424154998,0.3434302428128228,0.00496345003002433,0.011552683946088767,54.432198012722424,-0.5413470555704798,0.0,0.0326720860930871,0.0,0.0049844791720111145,0.5146983463167183,0.0006163520406084843,gun_shot,0.08708235958863915
131918.wav,1323.216599909739,-0.48465669560670593,0.22560514353442743,0.00787053571123921,0.04373365654689259,6.865186081371591,-0.005280022151004796,0.0013153472339050443,0.10494595108742343,0.0027965583068881557,0.02250474049147444,0.4120711269521744,0.004147553086063039,jackhammer,0.17500938704951244
132108.wav,,,,,,,,,,,,,,street_music,
132162.wav,,,,,,,,,,,,,,street_music,
132855.wav,,,,,,,,,,,,,,children_playing,
133090.wav,179.87188949776427,-4.957573856945369,0.10533351824009715,0.09575156882884103,0.13382289353461915,18.28558564135004,-0.1559189471944037,0.08001751251483144,0.09197648581663273,0.07264918632302876,0.13394398966888102,0.1106988290449562,0.09797823603564046,children_playing,0.07782777999247205
133473.wav,6635.8715435873455,0.5371588708714529,0.09518726328428877,0.09468980393067987,0.10191743408826139,3.296536202954916,0.04377275797420864,0.10035889629658154,0.0966222383184759,0.11482653445717918,0.09414924904076151,0.0986716537696402,0.10349141812670576,siren,0.1000855086874259
133494.wav,,,,,,,,,,,,,,children_playing,
133797.wav,,,,,,,,,,,,,,gun_shot,
134717.wav,3964.330585338976,-5.93938567649282,0.10520216298162281,0.0969835774372875,0.09472221266203026,5.190685940288777,0.019154362122406832,0.09923372365837153,0.10448323918475425,0.10162589379498603,0.10185758501949212,0.10598983921749225,0.09269135106922018,air_conditioner,0.09721041497474307
135160.wav,16.72866445117987,127.1439635534084,0.10000464022995127,0.09999653720173027,0.09999981770298867,2.9258216592104977,-0.010748816842623028,0.09999964660150643,0.09999987051208813,0.09999639356097974,0.09999811936235006,0.10000720886454896,0.09999582744743354,siren,0.10000193851642294
135776.wav,,,,,,,,,,,,,,children_playing,
135849.wav,5607.72802787512,-2.0558365198799392e-05,0.26117920912341064,0.045743326175309164,0.06292873250084192,5.442387078209172,-0.03051949438284136,0.004950744966353959,0.0941842844559929,0.009377178746663528,0.04891800714919836,0.17745698457986814,0.019180774650304596,drilling,0.27608075765205675
136399.wav,,,,,,,,,,,,,,gun_shot,
136558.wav,,,,,,,,,,,,,,street_music,
137156.wav,,,,,,,,,,,,,,street_music,
137803.wav,,,,,,,,,,,,,,dog_bark,
137815.wav,4927.6692244991855,-12.850619205852787,0.12215378037259202,0.11756887354560167,0.13244404069166085,4.043907259514135,0.003920924793412178,0.020836767622395554,0.1387665623165942,0.06955710426278802,0.07023899509955814,0.08136360349336241,0.11904395978623622,drilling,0.12802631280921092
138031.wav,32.79877593240573,0.006117885330192041,0.11406049284633407,0.1294910528535019,0.10047518422325075,19.377406202208412,0.45111315235176264,0.10495753247758245,0.06093724282451505,0.1436003134356328,0.11613287777215124,0.04987840075072007,0.10274875889828466,children_playing,0.07771814391802702
138465.wav,2986.7355858557303,1.0528020732102365e-05,0.25451963560745566,0.08628259712951633,0.07807018645241126,11.345174003461311,-0.06836829739881675,0.020222414342353303,0.09963224055654361,0.05784571058442001,0.11400217785781575,0.10985450901219798,0.06774757079163542,car_horn,0.11182295766565069
138468.wav,4478.261734975731,2.7210884353741498e-05,0.12234637301856792,0.10155518745113115,0.11461125431543275,3.590692219477401,-0.012120718615172492,0.05248970306705395,0.11232959104459121,0.09824566117949782,0.10467514129108117,0.06518091736230233,0.10050076218635225,car_horn,0.12806540908398945
139000.wav,5694.586265359003,-5.3859814999521785,0.09482663678724716,0.09950953483514616,0.09910070884706199,4.004930202186431,-0.1222144767272707,0.10689902686579929,0.09991868036891785,0.10449411600108147,0.09864507754663294,0.09623019250087973,0.10050031136332777,drilling,0.09987571488390573
140824.wav,,,,,,,,,,,,,,drilling,
